Date,River,Location,LocationNo,Temp,pH,EC,TDS,DO,ORP,Turbidity,Color,Suspended Solids,"Alkalinity
",Iron,AmmoniaNitrogen,Nitrate,Sulfide,Sulfate,Chloride
8/22/2020,Turag,Rustampur (u/s of confluence),L-7,29,7.12,153,67.1,5.61,140.2,34.9,17,15,30,0.08,0.13,3.9,0,7,90
8/22/2020,Turag,Birulia Bridge,L-8,28.9,7.1,152,66.7,5.63,144.3,33.6,20,14,10,0.13,0.27,4.9,2,12,160
8/22/2020,Turag,Botanical Garden,L-9,28.9,7.03,180.4,79.4,3.78,137.7,19.8,19,12,90,0.07,0.8,5.4,0,9,120
8/22/2020,Turag,u/s of Aminbazar Bridge,L-10,28.8,7.25,128,69.9,5.38,128.5,31.1,17,14,10,0.07,0.36,6.7,0,12,90
8/22/2020,Buriganga,Aminbazar Bridge,L-11,28.9,7.16,167.1,73.4,5.02,154,29,24,13,65,0.08,0.48,4.2,0,10,150
8/22/2020,Buriganga,d/s of Hazaribagh,L-12,28.8,7.17,163,71.7,4.76,154.4,23.5,21,10,30,0.12,0.38,4.4,0,10,80
8/22/2020,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,28.8,7.02,163.5,72,4.75,152.5,17.53,15,10,25,0.05,0.34,4.6,0,9,90
8/22/2020,Buriganga,Chandni Ghat,L-14,28.8,6.77,204.9,90.4,3.3,74,24.8,12,10,25,0.12,0.27,4.5,0,10,150
8/22/2020,Turag,Kaliakoir Bridge,L-47,28.7,7.2,135.1,59.4,5.98,141.5,59.2,30,25,30,0.09,0.11,4.5,1,7,100
8/22/2020,Turag,Boroibari Bridge,L-48,28.7,7.19,134.7,59.3,5.95,144.3,50.1,10,26,100,0.1,0.07,3.7,0,9,190
8/22/2020,Bangshi,Kaliakoir Bangshi Bridge,L-49,28.7,7.15,135.3,59.5,5.97,142.5,61,12,31,30,0.3,0.1,3.9,0,9,200
8/23/2020,Tongi Khal,d/s Ashulia Landing station,L-20,28.8,7.01,149,65.5,5.59,2.1,35.7,32,49,30,0.04,0.08,5.9,2,11,270
8/23/2020,Tongi Khal,u/s Ijtema Field,L-21,28.9,6.89,156,68.5,4.9,72.1,33.2,36,42,55,0.11,0.13,4.4,2,12,130
8/23/2020,Tongi Khal,d/s Railway Bridge,L-22,28.2,7.14,157,69,6.41,87.5,40.2,24,41,60,0.09,0.16,3.1,2,9,220
8/23/2020,Tongi Khal,d/s of Hussein Dyeing,L-23,28.4,6.95,163.8,72,4.82,88,31.6,29,36,30,0.13,0.3,6.3,1,11,270
8/23/2020,Tongi Khal,Mausaid (d/s Pagar Canal),L-24,28.9,7.02,164.5,72.3,4.53,112,29.2,27,39,20,0.09,0.3,6.5,1,12,80
8/23/2020,Tongi Khal,u/s of Balu Confluence,L-25,29,6.95,167.8,73.5,3.79,126.8,23.1,30,29,50,0.1,0.29,2.5,3,12,210
8/23/2020,Balu ,u/s of Purbachal,L-26,29,6.92,200.5,88.1,3.12,130.3,11.25,30,12,50,0.11,0.55,4.5,1,11,180
8/23/2020,Balu ,d/s of Purbachal (Ichhapur bridge),L-27,28.9,6.98,189.9,83.4,2.85,129.7,12.77,28,16,65,0.07,0.48,8.3,3,13,250
8/23/2020,Balu ,Beraid,L-28,28.9,6.84,202.6,89.2,2.5,132,9.73,27,13,45,0.07,0.67,5.7,1,11,100
8/23/2020,Balu ,d/s of Begunbari Canal,L-29,29,6.9,198.3,87.2,2.65,4.2,12.64,30,14,80,0.07,0.71,4.5,4,11,210
8/23/2020,Balu ,Demra (u/s of confluence),L-30,28.9,6.85,251,111.3,0.78,35.1,11.07,53,14,80,0.1,2.23,7,5,14,110
8/23/2020,Dhaleshwari ,Muktapur Ghat  ,L-40,28.9,7.12,163.1,71.6,4.35,92.2,64.8,24,86,35,0.08,0.21,2.9,0,7,260
8/23/2020,Shitalakhya ,d/s Kanchan Bridge,L-41,29.4,6.96,146,63.5,5.47,75.6,101,49,103,30,0.18,0.11,4.7,2,8,220
8/23/2020,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,29.3,7.03,146.1,63.4,5.52,78.7,78.9,37,99,55,0.16,0.17,3,1,9,200
8/23/2020,Shitalakhya ,Demra Ghat,L-43,29.4,7.18,153.9,66.9,4.8,86.8,69.5,30,87,35,0.15,0.17,3.1,3,9,220
8/23/2020,Shitalakhya ,d/s of Adamjee EPZ,L-44,29.2,6.85,183.1,80,3.84,90.5,55.4,27,60,70,0.13,0.63,5.5,3,11,230
8/23/2020,Shitalakhya ,d/s of Tanbazar Ghat,L-45,29.3,6.85,189.5,82.8,3.28,90.9,47.1,31,56,90,0.14,0.71,4.8,1,12,120
8/23/2020,Shitalakhya ,u/s of Kalagachia Point,L-46,29.2,6.92,186,81.2,3.26,93.6,47.5,24,55,55,0.13,0.71,7.6,1,12,170
8/23/2020,Shitalakhya ,d/s of Ghorashal FC,L-52,29.1,7.01,144.6,63.1,5.93,68.9,96,32,186,45,0.44,0.27,6.3,16,9,140
8/23/2020,Pagar Canal,Steel bridge at Pagar Canal,L-55,28.7,7.14,716,324,0.67,86.6,20.8,90,13,120,0.2,7,3.3,10,30,200
8/23/2020,Bashundhara Canal,u/s (800m) of outfall in Balu,L-56,29.7,6.94,339,148.6,2.35,131.3,10.11,49,13,130,0.1,3.3,6,9,13,120
8/23/2020,Begunbari Canal,d/s of Dasherkandi WWTP,L-57,28.6,6.59,563,254,0.23,-262.8,29.4,131,61,185,0.22,11.8,6.9,29,17,190
8/23/2020,Balu,"Daripara Bridge, Pubail",L-58,28.9,7.02,207.2,91.2,4.19,120.2,8.33,33,6,55,0.26,0.35,4.6,4,8,130
8/24/2020,Buriganga,Sadar Ghat,L-15,29.2,6.97,164.9,72,3.91,93.6,18.52,19,11,45,0.27,1.45,5.1,4,13,150
8/24/2020,Buriganga,Dholaikhal,L-16,29.2,6.9,165.3,72.2,3.77,94,17.54,29,15,15,0.15,0.64,3.4,2,9,400
8/24/2020,Buriganga,BCF Bridge,L-17,29.2,6.87,164.1,71.7,3.83,95.7,19,20,16,15,0,0.26,0.3,5,9,80
8/24/2020,Buriganga,d/s Pagla STP,L-18,29.2,6.97,165.3,72.2,3.64,96.2,15.27,19,16,35,0.31,0.19,2.8,4,9,130
8/24/2020,Buriganga,Jazira ,L-19,29.2,7,167.4,73,3.56,95.9,21.2,20,17,60,0.1,0.3,4.5,7,10,40
8/24/2020,Bangshi-Savar,d/s of Turag branch outfall,L-31,29.2,6.85,172.2,75.2,3.87,44.9,14.91,18,10,55,0.11,0.5,5.2,7,12,50
8/24/2020,Bangshi-Savar,Amin Bazar Landfill,L-32,29.1,6.89,150.1,65.6,4.01,-1.2,14.85,21,10,10,0.13,0.16,4.8,6,12,180
8/24/2020,Dhaleshwari,Nayarhat Bridge,L-33,29.2,6.81,153,66.7,4.53,72.4,26.9,19,16,10,0.09,0.18,5.2,7,8,130
8/24/2020,Dhaleshwari,Singair Bridge (Bhangalpur),L-34,29.2,6.98,153.1,66.7,4.5,78.3,17.37,22,15,20,0.15,0.09,3.8,3,9,190
8/24/2020,Dhaleshwari,Kadamtoli Bridge,L-35,29.3,6.81,156.2,68.1,4.62,83.6,17.08,19,14,15,0.14,0.39,9.7,6,9,210
8/24/2020,Dhaleshwari ,Rohitpur Bridge  ,L-36,29.3,7.12,153,66.6,6.02,86.4,107,18,32,20,0.09,0.08,1.6,5,10,180
8/24/2020,Dhaleshwari ,d/s of BSCIC  ,L-37,29.3,7.11,153.6,66.8,6.05,85.3,93.1,21,73,30,0.18,0.09,6,3,8,180
8/24/2020,Dhaleshwari ,d/s of Dhaleswari Bridge  ,L-38,29.3,7.11,153,67,5.91,90.3,85.4,25,27,45,0.09,0.12,4.1,6,7,190
8/24/2020,Dhaleshwari ,Baluchar Bridge  ,L-39,29.3,7.09,154.7,67.4,5.22,92.1,67.7,29,38,35,0.29,0.02,2.4,4,8,200
8/24/2020,Bangshi,d/s of DEPZ Canal,L-50,29.3,6.94,144.5,62.9,4.61,73.5,23,18,10,40,0.09,0.05,6.1,6,10,120
8/24/2020,Bangshi,u/s of Dhaleswari Confluence at Hazipur,L-51,29.3,6.82,146.8,63.8,4.65,75.4,23.5,21,9,45,0.1,0.16,5.2,6,8,130
8/24/2020,Kaliganga,d/s Sholla Bridge,L-53,29.3,7.15,151.3,65.8,6.63,85.4,113,23,40,55,0.09,0.1,7,3,8,220
8/24/2020,Kaliganga,d/s Paragram Kaliganga Bridge,L-54,29.3,7.12,154.2,63.2,6.6,80.8,104,21,29,50,0.07,0,7,4,8,260
10/11/2020,Tongi Khal,d/s Ashulia Landing station,L-20,30.9,7.38,144,71.1,5.33,56,28.5,21,45,40,0.07,0.2,26.8,6,11,180
10/11/2020,Tongi Khal,u/s Ijtema Field,L-21,30.9,7.26,169.2,71.4,4.9,69.5,26.3,21,39,25,0.07,0.18,9.6,6,10,180
10/11/2020,Tongi Khal,d/s Railway Bridge,L-22,31,7.17,172.3,72.7,4.57,78.2,26.4,16,36,45,0.08,0.07,4.2,5,12,220
10/11/2020,Tongi Khal,d/s of Hussein Dyeing,L-23,31.1,7.11,190.4,80.2,3.84,6,26.5,25,37,30,0.05,0.19,51.1,5,14,250
10/11/2020,Tongi Khal,Mausaid (d/s Pagar Canal),L-24,31.2,7.11,191.1,80.1,3.52,26,26.8,26,39,20,0.07,0.3,2.8,4,14,180
10/11/2020,Tongi Khal,u/s of Balu Confluence,L-25,31.3,7.17,213.8,89.8,2.87,93.4,11.34,24,25,40,0.05,0.64,31.4,5,14,240
10/11/2020,Balu ,u/s of Purbachal,L-26,31.5,7.14,219.5,91.9,3.12,111.6,5.95,27,11,50,0.07,0.51,4.4,2,14,190
10/11/2020,Balu ,d/s of Purbachal (Ichhapur bridge),L-27,31.4,7.02,228,95.7,2.54,118.5,9.02,27,19,25,0.3,0.74,225.5,1,5,310
10/11/2020,Balu ,Beraid,L-28,31.5,6.96,238,99.9,2.7,58.6,14.1,32,27,35,0.1,0.92,14.3,4,8,280
10/11/2020,Balu ,d/s of Begunbari Canal,L-29,31.6,6.99,275,115.7,2.35,49.9,16.61,28,24,40,0.06,1.25,9,4,17,240
10/11/2020,Balu ,Demra (u/s of confluence),L-30,32,7.57,305,127.2,1.02,59.8,11.29,35,29,60,0.06,2.19,2.3,5,17,380
10/11/2020,Dhaleshwari ,Muktapur Ghat  ,L-40,31.1,6.99,168.1,70.9,4.14,107.6,36.1,15,68,50,0.05,0.36,7.1,1,13,200
10/11/2020,Shitalakhya ,d/s Kanchan Bridge,L-41,31,6.93,141.3,59.5,4.87,110.5,48,29,50,45,0.17,0.25,6.7,5,4,240
10/11/2020,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,30.8,6.9,143.3,60.5,4.54,40.2,26.8,25,50,50,0.11,0.21,3.8,3,6,250
10/11/2020,Shitalakhya ,Demra Ghat,L-43,30.9,6.85,180.6,76.4,3.25,97.4,28.1,24,34,55,0.11,0.89,2.9,2,6,180
10/11/2020,Shitalakhya ,d/s of Adamjee EPZ,L-44,30.9,6.87,193.4,82,3.09,105.3,29,27,35,30,0.22,0.77,17.3,3,7,200
10/11/2020,Shitalakhya ,d/s of Tanbazar Ghat,L-45,30.9,6.98,184.2,78,2.95,103.2,27.6,28,34,40,0.13,0.61,2.4,4,9,220
10/11/2020,Shitalakhya ,u/s of Kalagachia Point,L-46,30.9,6.84,188,80.1,2.82,108.4,27.7,27,41,45,0.15,0.67,2.9,5,9,250
10/11/2020,Shitalakhya ,d/s of Ghorashal FC,L-52,31.1,7.17,144.1,60.6,5.33,99.4,44,33,70,35,0.16,0.2,19.3,4,5,120
10/11/2020,Pagar Canal,Steel bridge at Pagar Canal,L-55,31.2,7.49,988,428,1.78,87.1,38.8,129,35,200,0.05,11.35,9.8,15,10,410
10/11/2020,Bashundhara Canal ,u/s (800m) of outfall in Balu,L-56,32.2,6.96,508,212.5,2.05,-152.5,24.3,84,42,125,0.14,7.15,10.1,13,9,220
10/11/2020,Begunbari Canal ,d/s of Dasherkandi WWTP,L-57,31.6,6.95,528,230,1.26,-110,47.8,109,54,100,0.14,7.3,14.6,17,9,320
10/11/2020,Balu,"Daripara Bridge, Pubail",L-58,31.8,7.04,169.6,70.4,5.04,105.8,7.5,28,12,30,0.09,0.23,41.9,1,6,200
10/12/2020,Turag,u/s of Konabari,L-1,31.1,7.1,153.8,64.9,5.48,4.7,48.8,17,62,55,0.11,0.42,6,2,11,210
10/12/2020,Turag,Konabari Powerplant,L-2,29.8,6.81,159,67.3,5.45,128.1,48.2,14,65,35,0.16,0.26,4.7,1,12,260
10/12/2020,Turag,d/s of Konabari,L-3,30.9,6.96,165.3,69.9,5.15,131.5,39.8,12,60,35,0.13,0.24,2.6,1,10,170
10/12/2020,Turag,d/s of Kashimpur,L-4,30.9,7.07,166.3,70.2,4.98,126.5,46,20,61,30,0.19,0.27,3.4,3,14,160
10/12/2020,Turag,Yearpur (u/s of Ashulia Lake),L-5,31,6.93,164.7,69.4,4.96,124.5,48.5,17,29,50,0.14,0.18,2.1,2,11,250
10/12/2020,Turag,Ashulia Bridge (d/s of Ashulia Lake),L-6,31,6.92,165.7,69.8,4.89,123.5,36,19,47,30,0.12,0.23,2.7,2,12,200
10/12/2020,Turag,Rustampur (u/s of confluence),L-7,31,7.03,171.4,72.3,4.77,118.8,30.3,14,39,40,0.06,0.28,3.9,3,15,350
10/12/2020,Turag,Birulia Bridge,L-8,30.9,7.03,166.7,70.3,4.67,120,30.1,16,38,40,0.06,0.24,3.7,0,13,180
10/12/2020,Turag,Botanical Garden,L-9,31,6.91,216.8,91.8,2.67,121.8,23.6,24,26,60,0.1,1.28,3.1,4,15,210
10/12/2020,Turag,u/s of Aminbazar Bridge,L-10,31,7.11,190.4,80.4,3.82,135,25.6,22,34,35,0.9,0.65,3,3,10,240
10/12/2020,Buriganga,Aminbazar Bridge,L-11,31,7.29,175.5,75,4.67,4.8,31.7,20,40,65,0.7,0.55,4.2,2,13,250
10/12/2020,Buriganga,d/s of Hazaribagh,L-12,31,7,185.9,78.8,4.02,4,37.4,20,42,35,0.09,0.8,5.3,1,12,180
10/12/2020,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,31,7.07,182,76.9,3.81,48.8,25.5,17,32,40,0.08,0.61,5.7,2,14,220
10/12/2020,Buriganga,Chandni Ghat,L-14,31.1,6.81,177.8,75.3,3.65,99.4,28.3,16,31,45,0.09,0.37,3.2,1,9,270
10/12/2020,Turag,Kaliakoir Bridge,L-47,30.9,7,141.5,59.7,5.95,90,66.5,11,98,15,0.12,0.1,1.2,0,9,310
10/12/2020,Turag,Boroibari Bridge,L-48,31.1,6.43,141.3,59.5,5.3,3.7,55.3,16,82,40,0.11,0.09,4.7,2,7,290
10/12/2020,Bangshi,Kaliakoir Bangshi Bridge,L-49,31,6.93,141.7,59.7,5.86,111.1,78.2,13,114,30,0.13,0.06,4.2,1,11,240
10/13/2020,Buriganga,Sadar Ghat,L-15,31,6.86,179.5,76.1,3.35,162.5,27.8,27,41,65,0.14,0.53,11.8,9,10,220
10/13/2020,Buriganga,Dholaikhal,L-16,30.9,6.88,191.7,81.1,2.96,160.1,22.8,14,36,75,0.11,0.6,18,9,11,190
10/13/2020,Buriganga,BCF Bridge,L-17,30.9,6.92,179.2,75.8,3.45,162.6,22.1,25,34,65,0.08,0.34,28.2,10,9,130
10/13/2020,Buriganga,d/s Pagla STP,L-18,31.1,6.98,181.7,26.6,3.22,166.1,22.5,15,32,55,0.07,0.77,367.8,9,10,140
10/13/2020,Buriganga,Jazira ,L-19,31.2,6.94,180.4,75.9,2.95,163.4,29.5,20,35,45,0.08,0.42,11.3,8,8,170
10/13/2020,Bangshi-Savar,d/s of Turag branch outfall,L-31,31.2,6.91,182.6,76.8,3.25,99.2,15.82,18,27,45,0.08,0.62,8.4,14,9,200
10/13/2020,Bangshi-Savar,Amin Bazar Landfill,L-32,31.2,6.9,159.8,67,4.16,85.2,21.8,16,43,30,0.08,0.08,5.1,8,8,190
10/13/2020,Dhaleshwari,Nayarhat Bridge,L-33,31.3,6.87,156.8,65.7,4.32,140.2,39.5,17,62,45,0.07,0.15,8.8,7,7,170
10/13/2020,Dhaleshwari,Singair Bridge (Bhangalpur),L-34,31.3,6.99,160.3,68.5,4.3,144.3,24.9,17,52,35,0.08,0.08,6.8,8,7,270
10/13/2020,Dhaleshwari,Kadamtoli Bridge,L-35,31.4,6.96,121.4,71.7,4.08,156.9,17.98,20,47,60,0.08,0.23,4.8,9,9,150
10/13/2020,Dhaleshwari,Rohitpur Bridge  ,L-36,31.5,7.16,162.5,67.9,5.93,156.1,102,27,225,45,0.07,0.18,9.2,10,8,110
10/13/2020,Dhaleshwari,d/s of BSCIC  ,L-37,31.4,7.19,162.7,68,5.84,158.7,95.3,41,235,30,0.1,0.2,5,14,7,160
10/13/2020,Dhaleshwari,d/s of Dhaleswari Bridge  ,L-38,31.5,7.16,163.4,68.1,5.82,153,104,18,223,50,0.07,0.16,4.9,9,6,170
10/13/2020,Dhaleshwari ,Baluchar Bridge  ,L-39,31.4,7.1,165.5,69.1,5.4,160.8,98,12,305,45,0.08,0.32,15.1,9,5,240
10/13/2020,Bangshi,d/s of DEPZ Canal,L-50,31.3,6.92,149.9,62.7,4.47,137,35.5,8,92,60,0.07,0.12,11.9,11,7,110
10/13/2020,Bangshi,u/s of Dhaleswari Confluence at Hazipur,L-51,31.3,6.91,156.5,65.6,4.34,130.5,39.4,15,68,40,0.06,0.17,8.1,9,7,280
10/13/2020,Kaliganga,d/s Sholla Bridge,L-53,31.5,7.3,159.7,66.7,6.5,156.7,103,17,268,50,0.05,0.11,6.6,11,5,230
10/13/2020,Kaliganga,d/s Paragram Kaliganga Bridge,L-54,31.5,7.3,159.8,66.7,6.46,154.3,101,17,301,35,0.09,0.14,21.8,11,7,130
12/12/2020,Tongi Khal,d/s Ashulia Landing station,L-20,22.3,7.19,571,294,5.62,152.2,24.6,85,47,200,0.1,5.7,2.2,6,76,30
12/12/2020,Tongi Khal,u/s Ijtema Field,L-21,22.4,7.09,610,314,4.03,133.3,18,98,45,230,0.07,6.1,1.6,5,80,160
12/12/2020,Tongi Khal,d/s Railway Bridge,L-22,22.6,7.14,659,339,3.74,65.5,24.7,105,49,205,0.19,7.5,3.7,9,76,30
12/12/2020,Tongi Khal,d/s of Hussein Dyeing,L-23,23,7.26,838,424,3.73,-140.6,26.9,212,64,200,0.26,9.1,2.2,25,90,110
12/12/2020,Tongi Khal,Mausaid (d/s Pagar Canal),L-24,23.6,7.32,851,430,3.23,-257,29.9,305,81,245,0.16,9.6,6.4,37,102,140
12/12/2020,Tongi Khal,u/s of Balu Confluence,L-25,23.1,7.35,923,475,3.05,-265.2,22.9,293,65,260,0.21,11.8,3.1,33,108,10
12/12/2020,Balu ,u/s of Purbachal,L-26,22.7,7.18,767,392,3.14,-246.2,23.3,219,59,220,0.45,10.3,3.6,15,78,130
12/12/2020,Balu ,d/s of Purbachal (Ichhapur bridge),L-27,22.3,7.11,668,346,3.6,-232.3,33.7,159,116,230,0.52,10.5,3.9,12,70,160
12/12/2020,Balu ,Beraid,L-28,22.5,6.84,618,317,3.01,-216,45.1,132,148,230,0.42,13.4,5.6,5,58,70
12/12/2020,Balu ,d/s of Begunbari Canal,L-29,23.1,6.63,680,347,3.66,-240.6,40.5,272,140,255,0.4,18.3,5.2,25,32,100
12/12/2020,Balu ,Demra (u/s of confluence),L-30,23.9,7.1,472,235,3.55,-124.5,25.4,78,82,190,0.31,11,7,4,26,70
12/12/2020,Dhaleshwari ,Muktapur Ghat  ,L-40,23.9,7.22,487,241,2.05,-118.2,15.1,77,37,255,0.09,8.9,2.6,0,30,140
12/12/2020,Shitalakhya ,d/s Kanchan Bridge,L-41,24,7.1,350,172.1,5.18,43.3,5.62,25,17,170,0.11,1.7,5,0,10,60
12/12/2020,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,24.1,7.22,368,181.1,5.47,16.8,8.18,48,22,165,0.06,3.6,7.8,3,16,50
12/12/2020,Shitalakhya ,Demra Ghat,L-43,24.1,7.21,443,218,3.8,48,16.84,77,48,180,0.11,7.7,7.4,6,16,190
12/12/2020,Shitalakhya ,d/s of Adamjee EPZ,L-44,24.3,7.17,521,257,3.45,-204.8,25.4,75,60,185,0.15,9.4,3.8,2,28,60
12/12/2020,Shitalakhya ,d/s of Tanbazar Ghat,L-45,24.3,7.21,543,268,3.1,-220,24.3,79,67,205,0.2,11.1,2.8,2,28,140
12/12/2020,Shitalakhya ,u/s of Kalagachia Point,L-46,24.4,7.14,514,252,2.01,-225.8,23.6,79,55,180,0.25,10.7,4,12,30,70
12/12/2020,Shitalakhya ,d/s of Ghorashal FC,L-52,23.9,7.27,359,176.9,5.28,13.2,5.15,18,13,155,0.11,2.1,3.5,2,10,140
12/12/2020,Pagar Canal,Steel bridge at Pagar Canal,L-55,22.6,7.11,1537,813,3,-270,39.3,261,203,450,0.1,29,4,117,134,200
12/12/2020,Bashundhara Canal ,u/s (800m) of outfall in Balu,L-56,21.7,6.87,623,325,3.1,-225.5,46.9,135,150,255,0.62,12.5,5.6,4,6,30
12/12/2020,Begunbari Canal ,d/s of Dasherkandi WWTP,L-57,23.9,6.65,780,392,3.24,-247.5,41.5,229,159,290,0.32,21.8,7,16,10,80
12/12/2020,Balu,"Daripara Bridge, Pubail",L-58,20.8,6.85,281,147.4,3.41,1.7,11.68,82,18,120,1.06,1.8,5,4,30,50
12/13/2020,Turag,u/s of Konabari,L-1,22.6,7.3,444,252,1.15,-1.9,13.84,72,22,140,0.12,1.5,37.4,6,62,60
12/13/2020,Turag,Konabari Powerplant,L-2,22.6,7.25,557,285,1.19,-52.3,18.76,73,28,150,0.07,1.9,7.8,8,64,40
12/13/2020,Turag,d/s of Konabari,L-3,23.2,7.35,631,325,1.18,-88.7,18.77,101,29,165,0.05,2.2,13.8,12,70,130
12/13/2020,Turag,d/s of Kashimpur,L-4,22.8,7.28,613,312,1.09,-158.5,16.72,108,25,160,0.13,2,35.2,15,80,70
12/13/2020,Turag,Yearpur (u/s of Ashulia Lake),L-5,22.8,7.31,615,314,1.12,-193.4,16.49,112,24,195,0.06,1.75,42.6,24,76,50
12/13/2020,Turag,Ashulia Bridge (d/s of Ashulia Lake),L-6,22.4,7.28,595,306,1.15,-202.6,16.56,104,28,170,0.11,1.9,19.4,17,82,70
12/13/2020,Turag,Rustampur (u/s of confluence),L-7,22.4,7.34,593,305,1.72,-183.8,17.91,103,29,175,0.12,1.85,7.2,17,76,50
12/13/2020,Turag,Birulia Bridge,L-8,22.2,7.19,598,308,1.92,-180,29.4,103,47,180,0.14,3.4,19.4,15,66,80
12/13/2020,Turag,Botanical Garden,L-9,22.3,7.25,619,319,1.96,-106.5,64.6,106,100,190,0.08,4.95,23.4,15,58,60
12/13/2020,Turag,u/s of Aminbazar Bridge,L-10,22.5,7.24,920,318,2.47,-8.8,32.2,109,56,160,0.19,5.75,7.4,13,60,50
12/13/2020,Buriganga,Aminbazar Bridge,L-11,22.8,7.2,631,322,2.34,-130.5,53.1,111,109,195,0.09,5.2,10.8,17,60,110
12/13/2020,Buriganga,d/s of Hazaribagh,L-12,22.9,7.2,621,316,1.04,-188.5,27.2,98,44,190,0.17,6.1,21.6,12,56,100
12/13/2020,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,23.1,7.17,616,312,1.1,-194.4,15.23,76,29,240,0.2,5.45,26.6,6,54,60
12/13/2020,Buriganga,Chandni Ghat,L-14,23.4,7.15,632,318,1.34,-216.4,13.12,88,33,225,0.21,6.8,8.4,12,54,30
12/13/2020,Turag,Kaliakoir Bridge,L-47,22.4,7.33,334,168.3,4.81,0.6,11.79,27,21,180,0.05,0.45,26,3,18,60
12/13/2020,Turag,Boroibari Bridge,L-48,22.6,7.26,327,165.3,4.15,1.8,11.89,26,24,155,0.07,0.85,19.2,2,14,110
12/13/2020,Bangshi,Kaliakoir Bangshi Bridge,L-49,22.9,7.17,159.9,319,6.38,15.6,26.8,33,48,185,0.11,1.15,25.4,3,10,210
12/14/2020,Buriganga,Sadar Ghat,L-15,23.4,7.14,633,319,0.85,-192.7,13.23,71,32,170,0.42,7.1,5.8,11,64,150
12/14/2020,Buriganga,Dholaikhal,L-16,23.8,7.07,645,323,0.81,-21.2,14.88,85,41,210,0.34,8.85,9,14,52,200
12/14/2020,Buriganga,BCF Bridge,L-17,23.5,7.14,631,317,0.86,-178.8,12.53,69,34,165,0.2,7,8.72,10,58,220
12/14/2020,Buriganga,d/s Pagla STP,L-18,23.6,7.15,635,319,0.85,-66.8,15.1,56,34,175,0.21,6.3,2.2,8,58,150
12/14/2020,Buriganga,Jazira ,L-19,23.5,7.24,584,293,1.38,35.1,15.44,40,25,180,0.14,4.5,7.2,7,40,310
12/14/2020,Bangshi-Savar,d/s of Turag branch outfall,L-31,22.4,7.67,912,477,0.88,-4.9,17.51,115,36,265,0.15,21.6,0.4,15,66,240
12/14/2020,Bangshi-Savar,Amin Bazar Landfill,L-32,22.7,7.26,640,326,1.28,-9.9,52.8,73,118,200,0.11,5.25,3.2,13,62,200
12/14/2020,Dhaleshwari,Nayarhat Bridge,L-33,22.4,7.46,707,365,0.83,-162.8,12.71,76,25,260,0.06,2.75,16.8,13,68,210
12/14/2020,Dhaleshwari,Singair Bridge (Bhangalpur),L-34,23.6,7.4,682,343,1.06,-1.2,7.56,62,15,195,0.15,2.4,4.2,9,58,230
12/14/2020,Dhaleshwari,Kadamtoli Bridge,L-35,23.3,7.45,658,333,3.16,10.5,6.74,41,15,165,0.06,3.45,12,5,58,190
12/14/2020,Dhaleshwari,Rohitpur Bridge  ,L-36,22.9,7.53,582,295,5.41,56,8.02,17,18,225,0.06,0.75,10.8,5,18,250
12/14/2020,Dhaleshwari,d/s of BSCIC  ,L-37,23,7.61,550,280,5.8,52.9,14.9,13,25,190,0.05,0.6,20.2,2,20,290
12/14/2020,Dhaleshwari,d/s of Dhaleswari Bridge  ,L-38,22.8,7.54,503,260,5.59,59.9,16.65,10,27,175,0.04,0.5,12.8,1,18,200
12/14/2020,Dhaleshwari ,Baluchar Bridge  ,L-39,23.3,7.33,555,280,1.35,67.1,11.24,33,23,185,0.04,3.3,12.4,6,38,240
12/14/2020,Bangshi,d/s of DEPZ Canal,L-50,22.2,7.58,798,415,0.96,-73.2,30.9,116,39,195,0.11,3.4,3.8,24,86,300
12/14/2020,Bangshi,u/s of Dhaleswari Confluence at Hazipur,L-51,22.7,7.41,711,349,0.92,-2.1,13.25,64,23,240,0.08,2.4,10.4,11,52,270
12/14/2020,Kaliganga,d/s Sholla Bridge,L-53,23,7.48,591,300,5.84,38.3,6.41,8,14,205,0.05,1.3,10.4,3,2,350
12/14/2020,Kaliganga,d/s Paragram Kaliganga Bridge,L-54,23.2,7.57,599,303,5.22,40.9,7.02,7,14,260,0.13,0.85,9,2,14,290
2/13/2021,Tongi Khal,d/s Ashulia Landing station,L-20,22.6,7.82,1147,599,0.61,-238,46.2,126,92,215,0.11,8.6,5.6,21,132,151
2/13/2021,Tongi Khal,u/s Ijtema Field,L-21,23,7.89,1257,652,0.56,-250.4,38.1,263,110,235,0.13,11.2,4.2,41,112,221
2/13/2021,Tongi Khal,d/s Railway Bridge,L-22,22.9,7.43,1151,597,0.52,-255.6,25.9,372,96,210,0.14,20.6,4,63,94,221
2/13/2021,Tongi Khal,d/s of Hussein Dyeing,L-23,24.7,7.59,1538,760,0.4,-287.1,51.7,925,134,245,0.2,27.8,2.7,164,108,271
2/13/2021,Tongi Khal,Mausaid (d/s Pagar Canal),L-24,24.8,7.9,1580,796,0.37,-320.9,32.3,995,104,285,0.22,27.9,2.8,193,138,341
